	id	canonical_smiles	pIC50_mean	pIC50_std
57	69	OCCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1	6.275806	0
60	72	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC4CCOCC4)nc3c2F)c2ccccc2c1	6.2899675	0
112	128	CCC1(N)CN(c2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1	6.300509	0
216	237	Oc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12	6.3007693	0
3	4	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCc4ccccn4)nc3c2F)c2ccccc2c1	6.304343	0
581	630	CN1CCCC1COc1nc2c(c(N3CC4CCC(C3)N4)n1)CCN(c1cccc3cccc(CCCO)c13)C2	6.313811	0
102	114	Cn1ccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1	6.316863	0
430	457	Cc1cc2sc(N)nc2c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CC(F)C5)nc3c2F)c1C	6.3233066	0
27	35	OCC(CO)COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1	6.3233066	0
178	196	Fc1c(-c2cccc3c2OC(F)(F)O3)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	6.330683	0
73	85	CC(C)Cn1ccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1	6.343231	0
306	333	Oc1cc(-c2ncc3c(N4CC5CC(n6cncn6)C(C4)N5)nc(OCC45CCCN4CC(F)C5)nc3c2F)c2ccccc2c1	6.3463054	0
5	6	Cc1cccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1	6.36241	0
39	48	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC(F)(F)F)nc3c2F)c2ccccc2c1	6.3626103	0
516	546	Cc1cc(N)c(F)c(C2Cc3nc(OCC45CCCN4CC(F)C5)nc(N4CC5NCCC54)c3CO2)c1C(F)(F)F	6.371611	0
115	131	CN1CC(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)CC1=O	6.3727365	0
22	30	Cn1c(CCOc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)nc2ccccc21	6.3792396	0
350	377	Cc1cccc(O)c1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc2c1F	6.379968	0
29	37	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(N4CC(O)C4)nc3c2F)c2ccccc2c1	6.3927593	0
344	371	Fc1c(-c2ccccc2C2CCC2)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc12	6.4042835	0
165	183	CNc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1	6.4052763	0
135	151	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cncc4cccc(Cl)c34)c(F)c2n1	6.4117284	0
212	233	c1ccc2c(-c3cc4nc(OCC56CCCN5CCC6)nc(N5CC6CCC(C5)N6)c4cn3)cccc2c1	6.4120646	0
91	103	Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCCCN3CC4CC3CO4)nc12	6.430626	0
327	354	CN1CC(NC(=O)c2cccc(C=O)c2)CC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1	6.4340343	0
283	305	CC1(c2ccccc2-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)CC1	6.4355707	0
566	604	Cc1cccc2cccc(N3CCc4c(nc(OCC5CCCN5C)nc4N4CC5CCC(C4)N5)C3)c12	6.442012	0
66	78	CC(=O)N1CCC(Oc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1	6.445753	0
281	303	Fc1c(-c2ccccc2OC(F)F)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	6.446967	0
419	446	Cn1ccc2c(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)cccc21	6.447332	0
58	70	COCCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1	6.448306	0
347	374	CC(C)COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1	6.4585457	0
533	564	Clc1ccc2cccc(N3CCc4c(nc(OCC56CCCN5CCC6)nc4N4CC5CCC(C4)N5)C3)c2c1Cl	6.462433	0
19	25	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCN4CCOCC4)nc3c2F)c2ccccc2c1	6.4705696	0
67	79	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC4CCSCC4)nc3c2F)c2ccccc2c1	6.473015	0
326	353	CN1CC(NC(=O)c2ccc(C=O)cc2)CC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1	6.4770346	0
143	159	CN1CCCC1COc1nc(N2CC3CCC(C(N)=O)(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1	6.480172	0
43	52	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC(F)(F)C(F)F)nc3c2F)c2ccccc2c1	6.4971633	0
219	240	NC(=O)Cc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12	6.5019655	0
420	447	CCCc1ccccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F	6.5272436	0
513	543	CN1CC(F)(F)CC1COc1nc(N2CC3CCC(C2)N3)c2ccc(-c3cc(O)cc4ccccc34)c(F)c2n1	6.5276823	0
427	454	Fc1c(-c2cccc3scnc23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	6.530178	0
42	51	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC4(C(F)(F)F)CC4)nc3c2F)c2ccccc2c1	6.5350637	0
569	609	CCC1CN(c2nc(OCC3CCCN3C)nc3c2CCN(c2cncc4cccc(Cl)c24)C3)CCN1	6.548367	0
99	111	Cn1ccnc1CCNc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1	6.551294	0
245	266	Nc1c(Cl)cc(Cl)c(F)c1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F	6.5559554	0
145	161	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4c3C(C)(C)CC4)c(F)c2n1	6.5635195	0
587	638	CC1CC2CN(c3nc(OCC4CCCN4C)nc4c3CCN(c3cccc5cccc(Cl)c35)C4)CC1N2	6.56639	0
524	554	CN1CCCC1COc1nc2c(c(N3CC4CCC(C3)N4)n1)CCN(c1cccc3cccc(Cl)c13)C2	6.5743027	0
38	47	CCCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1	6.57741	0
16	21	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4c3CCCC4)c(F)c2n1	6.5802093	0
284	306	CC(C)c1ccncc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F	6.584359	0
10	15	Cc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC5CCCN5C)nc4c3F)c12	6.584526	0
56	68	COCCCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1	6.5907435	0
352	379	N#CC1CCN2CCCC12COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1	6.6043243	0
63	75	OCCCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1	6.6190658	0
396	423	COCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CC(F)C6)nc4c3F)c12	6.623423	0
159	176	N=C(N)NCCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1	6.6287475	0
410	437	Fc1c(-c2cccc3c2C(C2CC2)CC3)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc12	6.6313415	0
291	313	COc1c(C)cccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F	6.635824	0
182	200	Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCOC4)nc12	6.6388392	0
70	82	O=S1CCC(Oc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1	6.6443567	0
579	623	CN1CCCC1COc1nc2c(c(N3CC4CCC(C3)N4)n1)CCN(c1cccc3ccc(F)cc13)C2	6.6453156	0
151	167	Cc1nccn1CCOc1nc(N2CC3CC(O)C(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1	6.6455073	0
174	192	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(C#N)c34)c(F)c2n1	6.6480107	0
342	369	Oc1cccc(F)c1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc2c1F	6.6548223	0
193	211	CN1CC(NC(=O)c2cccc(S(=O)(=O)F)c2)CC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1	6.67469	0
365	392	Oc1cccc(OC(F)(F)F)c1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc2c1F	6.6815195	0
369	396	Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CC(F)C(C3)N4)nc(OCC34CCCN3CC(F)C4)nc12	6.6844497	0
287	309	CC(C)c1ccccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F	6.6888824	0
302	329	CSc1ccccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F	6.693575	0
329	356	CN1CCC(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1	6.7090044	0.495652
273	295	CCc1ccccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F	6.717831	0
62	74	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(N4CC5(CCOCC5)C4)nc3c2F)c2ccccc2c1	6.7253804	0
160	177	N=C(N)NCCCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1	6.7279263	0
494	523	CN1CCCC1COc1nc(N2CCN(CCCl)CC2)c2ccc(-c3cc(O)cc4ccccc34)c(F)c2n1	6.7288556	0
103	115	CN1CC(F)CC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1	6.7587028	0
30	38	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCCC(F)(F)F)nc3c2F)c2ccccc2c1	6.7589517	0
588	640	CCCC1CC2CN(c3nc(OCC4CCCN4C)nc4c3CCN(c3cccc5cccc(Cl)c35)C4)CC1N2	6.77451	0.46835062
341	368	Fc1c(-c2ccccc2C2CC2)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc12	6.784415	0.14374368
305	332	Cc1ccc2[nH]ncc2c1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F	6.785421	0
21	29	CC(C)N1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1	6.7947955	0
94	106	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCc4cccnc4)nc3c2F)c2ccccc2c1	6.8071537	0
69	81	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCC(F)(F)F)nc3c2F)c2ccccc2c1	6.815593	0
498	528	CN1CCCC1COc1nc2c(c(N3CC4CCC3CN4)n1)CCN(c1cc(O)cc3ccccc13)C2	6.81673	0
176	194	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(C#CCO)c34)c(F)c2n1	6.8215985	0
431	458	Cc1ccc2sc(N)nc2c1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F	6.844664	0
289	311	COc1c(Cl)cccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F	6.8687024	0
277	299	CC(C)c1c(F)cccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F	6.8804145	0
64	76	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(N4CC5(CCOC5)C4)nc3c2F)c2ccccc2c1	6.8820662	0
59	71	O=S1(=O)CCC(Oc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1	6.900665	0
0	1	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)cc2n1	6.904134	0
14	19	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4ccc(F)cc34)c(F)c2n1	6.91364	0
208	229	Fc1c(-c2ccccc2OC(F)(F)F)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	6.9172144	0
144	160	CN1CCCC1COc1nc(N2CC3CCC(Cl)(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1	6.9197345	0
286	308	CN(C)Cc1ccc(COCCNC(=O)OC2CC(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)N(C)C2)cc1	6.9303317	0
304	331	Cc1ccc2[nH]ncc2c1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc2c1F	6.941574	0
123	139	Nc1cccc(CCOc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)n1	6.9457703	0
274	296	CN(C)c1ccccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F	6.952725	0
553	586	CNC(=O)OCC1CCC2(COc3nc4c(c(N5CC6CCC(C5)N6)n3)CCN(c3cccc5cccc(F)c35)C4)CCCN12	6.953115	0
239	260	CN1CC(OC(=O)NCCOCc2ccc(O)cc2)CC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1	6.9702106	0
335	362	CC(C)(C)c1ccccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc2c1F	6.9755144	0
161	178	Nc1nccn1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1	6.978811	0
81	93	Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)(F)C4)nc12	6.9804683	0
179	197	Fc1c(-c2cccc(C(F)(F)F)c2C(F)(F)F)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	7.0004344	0
259	280	COCCNC(=O)OC1CC(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)N(C)C1	7.0008693	0
156	173	Cn1ccnc1CCOc1nc(N2CC3CC(O)C(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1	7.0034885	0
149	165	CN1CC(NC(=O)c2ccc(S(=O)(=O)F)cc2)CC1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1	7.009661	0
90	102	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCc4ccc(F)cn4)nc3c2F)c2ccccc2c1	7.0186343	0
324	351	COC1CNC(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1	7.0231915	0
184	202	COCCOC1CC(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)N(C)C1	7.026872	0
401	428	Fc1c(-c2cccc3c2CCC3)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc12	7.0357404	0
398	425	Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CC(F)CN3CC(F)C4)nc12	7.0447936	0
559	595	COC1CC2CN(c3nc(OCC45CCCN4CC(F)C5)nc4c3CCN(c3cccc5cccc(Cl)c35)C4)CC1N2	7.045275	0
275	297	Fc1c(-c2ccccc2C2CC2)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	7.0510983	0
207	228	CC1(C)CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1	7.0570006	0
343	370	Fc1c(-c2ccccc2C(F)(F)F)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	7.0649967	0
221	242	CCC#Cc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12	7.0851283	0
220	241	NCC#Cc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12	7.101275	0
520	550	Oc1cc(C2Cc3nc(OCC45CCCN4CC(F)C5)nc(N4CC5CCC(C4)N5)c3CO2)c2ccccc2c1	7.1062384	0
13	18	CN(C)CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1	7.114639	0
32	41	COCCCN1CCC(Oc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1	7.115205	0
366	393	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCC(F)(F)F)nc3c2F)c2c(Cl)cccc2c1	7.1174755	0
163	180	Fc1c(-c2cccc3cccc(-c4cnn[nH]4)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	7.118615	0
9	14	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)c(Br)c4ccccc34)c(F)c2n1	7.131356	0
142	158	COC(=O)C12CCC(CN(c3nc(OCC4CCCN4C)nc4c(F)c(-c5cc(O)cc6ccccc56)ncc34)C1)N2	7.1325326	0
554	590	CN1CCCC1COc1nc2c(c(N3CC4CC(F)C(C3)N4)n1)CCN(c1cc(O)cc3ccccc13)C2	7.133713	0
34	43	CCOC1CC(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)N(C)C1	7.141463	0
422	449	CCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)ncnc4c3F)c12	7.1487417	0
183	201	C=Cc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC5CCCN5C)nc4c3F)c12	7.1536627	0
173	191	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(Cl)c2n1	7.160522	0
45	54	Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCCN3CCC4)nc12	7.1630435	0
436	463	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CCOC7(CCC7)C6)CC5)nc4c3F)c12	7.179142	0
353	380	Nc1ccc(Cl)c(F)c1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc2c1F	7.1824346	0
172	190	Cc1c(-c2cc(O)cc3ccccc23)ncc2c(N3CC4CCC(C3)N4)nc(OCC3CCCN3C)nc12	7.193142	0
157	174	CC1CCc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC5CCCN5C)nc4c3F)c21	7.194499	0
556	592	CN1CCCC1COc1nc2c(c(N3CC4CC(CC#N)C(C3)N4)n1)CCN(C1=C=C=Cc3cccc(O)c31)C2	7.194499	0
158	175	Cc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c2c(Cl)cccc2c1	7.1951795	0
496	526	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2ccc(-c3cccc4ccc(F)cc34)c(F)c2n1	7.208309	0
583	633	CC1CCCc2cccc(N3CCc4c(nc(OCC5CCCN5C)nc4N4CC5CCC(C4)N5)C3)c21	7.21467	0
377	404	COC1(OC)CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1	7.2160964	0
116	132	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1	7.2182446	0
98	110	Cn1cncc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1	7.240332	0
512	542	Cc1cc2[nH]ncc2c(-c2ccc3c(N4CC5CCC(C4)N5)nc(OCC4CCCN4C)nc3c2F)c1C	7.2441254	0
435	462	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CCCC7(C6)CC7(F)F)CC5)nc4c3F)c12	7.255707	0
